"","ID","EPG","StudySite","Species","coords.x1","coords.x2","Aardvark_2016","Aardvark_2017","Aardvark_2018","Aardvark_all_years","Baboon_2016","Baboon_2017","Baboon_2018","Baboon_all_years","Buffalo_2016","Buffalo_2017","Buffalo_2018","Buffalo_all_years","Bushbaby_2016","Bushbaby_2017","Bushbaby_2018","Bushbaby_all_years","Bushbuck_2016","Bushbuck_2017","Bushbuck_2018","Bushbuck_all_years","Bushpig_2016","Bushpig_2017","Bushpig_2018","Bushpig_all_years","Civet_2016","Civet_2017","Civet_2018","Civet_all_years","Duiker_common_2016","Duiker_common_2017","Duiker_common_all_years","Duiker_red_2016","Duiker_red_2017","Duiker_red_2018","Duiker_red_all_years","Elephant_2016","Elephant_2017","Elephant_2018","Elephant_all_years","FloodSpecies_2016","FloodSpecies_2017","FloodSpecies_2018","FloodSpecies_all_years","Genet_2016","Genet_2017","Genet_2018","Genet_all_years","Hare_2016","Hare_2017","Hare_2018","Hare_all_years","Hartebeest_2016","Hartebeest_2017","Hartebeest_all_years","Honey_badger_2016","Honey_badger_2017","Honey_badger_2018","Honey_badger_all_years","Impala_2016","Impala_2017","Impala_2018","Impala_all_years","Kudu_2016","Kudu_2017","Kudu_2018","Kudu_all_years","Lion_2016","Lion_2017","Lion_all_years","MajorSpecies_2016","MajorSpecies_2017","MajorSpecies_2018","MajorSpecies_all_years","Mongoose_banded_2016","Mongoose_banded_2017","Mongoose_banded_all_years","Mongoose_bushy_tailed_2016","Mongoose_bushy_tailed_2017","Mongoose_bushy_tailed_2018","Mongoose_bushy_tailed_all_years","Mongoose_dwarf_2016","Mongoose_dwarf_2017","Mongoose_dwarf_all_years","Mongoose_large_grey_2016","Mongoose_large_grey_2017","Mongoose_large_grey_all_years","Mongoose_marsh_2016","Mongoose_marsh_2017","Mongoose_marsh_2018","Mongoose_marsh_all_years","Mongoose_slender_2016","Mongoose_slender_2017","Mongoose_slender_all_years","Mongoose_white_tailed_2016","Mongoose_white_tailed_2017","Mongoose_white_tailed_2018","Mongoose_white_tailed_all_years","Nyala_2016","Nyala_2017","Nyala_2018","Nyala_all_years","Oribi_2016","Oribi_2017","Oribi_2018","Oribi_all_years","Pangolin_2016","Pangolin_2017","Pangolin_all_years","Porcupine_2016","Porcupine_2017","Porcupine_2018","Porcupine_all_years","Reedbuck_2016","Reedbuck_2017","Reedbuck_2018","Reedbuck_all_years","Sable_antelope_2016","Sable_antelope_2017","Sable_antelope_2018","Sable_antelope_all_years","Samango_2017","Samango_all_years","Serval_2016","Serval_2017","Serval_2018","Serval_all_years","Vervet_2016","Vervet_2017","Vervet_2018","Vervet_all_years","Warthog_2016","Warthog_2017","Warthog_2018","Warthog_all_years","Waterbuck_2016","Waterbuck_2017","Waterbuck_2018","Waterbuck_all_years","Wildebeest_2016","Wildebeest_2017","Wildebeest_2018","Wildebeest_all_years"
"129","18_REAR26",425.384615384615,"E06","REAR",646232.077780513,7905299.17327463,0.027027027027027,0,NA,0.0102040816326531,0.027027027027027,0.262295081967213,NA,0.173469387755102,0,0,NA,0,0,0,NA,0,0.567567567567568,0.344262295081967,NA,0.428571428571429,0,0.0327868852459016,NA,0.0204081632653061,0,0.0327868852459016,NA,0.0204081632653061,0,0,0,0,0,NA,0,0.027027027027027,0.0491803278688525,NA,0.0408163265306122,1.24324324324324,1.14754098360656,NA,1.18367346938776,0.243243243243243,0.0983606557377049,NA,0.153061224489796,0.027027027027027,0,NA,0.0102040816326531,0,0,0,0,0,NA,0,0.459459459459459,0.262295081967213,NA,0.336734693877551,0.162162162162162,0.131147540983607,NA,0.142857142857143,0,0,0,2.08108108108108,1.67213114754098,NA,1.8265306122449,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0.0327868852459016,NA,0.0204081632653061,0.27027027027027,0.245901639344262,NA,0.255102040816327,0,0.180327868852459,NA,0.112244897959184,0,0,0,0.027027027027027,0.0163934426229508,NA,0.0204081632653061,0,0.0655737704918033,NA,0.0408163265306122,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0.459459459459459,0.459016393442623,NA,0.459183673469388,0.324324324324324,0.180327868852459,NA,0.23469387755102,0,0,NA,0
"130","18_KOEL30",160.919540229885,"F01","KOEL",649094.188746453,7910630.05983065,0,0.0285714285714286,NA,0.0163934426229508,0.730769230769231,0.714285714285714,NA,0.721311475409836,0,0,NA,0,0,0,NA,0,0.153846153846154,0.428571428571429,NA,0.311475409836066,0.0769230769230769,0.114285714285714,NA,0.0983606557377049,0.230769230769231,0.142857142857143,NA,0.180327868852459,0,0,0,0,0,NA,0,0.0384615384615385,0,NA,0.0163934426229508,5.07692307692308,3.62857142857143,NA,4.24590163934426,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0.884615384615385,1.08571428571429,NA,1,0,0,NA,0,0,0.0571428571428571,0.0327868852459016,4.96153846153846,3.91428571428571,NA,4.36065573770492,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0.0285714285714286,NA,0.0163934426229508,0,0,NA,0,0.307692307692308,0,NA,0.131147540983607,0,0,0,0,0,NA,0,0.269230769230769,0.142857142857143,NA,0.19672131147541,0,0,NA,0,0.0285714285714286,0.0285714285714286,0,0,NA,0,0,0,NA,0,0.807692307692308,1.74285714285714,NA,1.34426229508197,2.80769230769231,0.657142857142857,NA,1.57377049180328,0,0,NA,0
"131","18_TRST30",0,"E02","TRST",645893.132231808,7908141.87186886,0,0,NA,0,0.256410256410256,0.557692307692308,NA,0.428571428571429,0,0,NA,0,0,0,NA,0,0.307692307692308,0.230769230769231,NA,0.263736263736264,0,0.0769230769230769,NA,0.043956043956044,0.102564102564103,0.0384615384615385,NA,0.0659340659340659,0,0,0,0,0,NA,0,0,0.0192307692307692,NA,0.010989010989011,2.53846153846154,3.26923076923077,NA,2.95604395604396,0.0512820512820513,0.0192307692307692,NA,0.032967032967033,0.256410256410256,0.0576923076923077,NA,0.142857142857143,0,0,0,0,0.0384615384615385,NA,0.021978021978022,0.384615384615385,1.46153846153846,NA,1,0,0,NA,0,0,0,0,2.82051282051282,3.46153846153846,NA,3.18681318681319,0,0,0,0,0,NA,0,0,0,0,0.0256410256410256,0,0.010989010989011,0.102564102564103,0,NA,0.043956043956044,0,0,0,0,0.0192307692307692,NA,0.010989010989011,0,0,NA,0,0.384615384615385,0.961538461538462,NA,0.714285714285714,0,0,0,0,0,NA,0,0.0256410256410256,0.0384615384615385,NA,0.032967032967033,0,0,NA,0,0,0,0.0256410256410256,0.0192307692307692,NA,0.021978021978022,0,0.0769230769230769,NA,0.043956043956044,0.692307692307692,0.288461538461538,NA,0.461538461538462,1.05128205128205,0.519230769230769,NA,0.747252747252747,0,0.0192307692307692,NA,0.010989010989011
"132","18_LOAF24",1006.7842605156,"D07","LOAF",644492.164069251,7902572.14581001,0,0,NA,0,0.564102564102564,1.09836065573771,NA,0.89,0,0,NA,0,0,0,NA,0,1.12820512820513,0.819672131147541,NA,0.94,0.102564102564103,0.0163934426229508,NA,0.05,0.0256410256410256,0,NA,0.01,0.0512820512820513,0.0163934426229508,0.03,0.0256410256410256,0,NA,0.01,0.102564102564103,0,NA,0.04,1.33333333333333,1.9672131147541,NA,1.72,0.256410256410256,0,NA,0.1,0,0,NA,0,0,0,0,0,0,NA,0,0.41025641025641,0.672131147540984,NA,0.57,0.282051282051282,0.0327868852459016,NA,0.13,0,0,0,2.82051282051282,3.52459016393443,NA,3.25,0.0256410256410256,0,0.01,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0.384615384615385,0.754098360655738,NA,0.61,0.153846153846154,0.0655737704918033,NA,0.1,0,0,0,0,0.0819672131147541,NA,0.05,0.0256410256410256,0.0163934426229508,NA,0.02,0.0769230769230769,0,NA,0.03,0,0,0,0,NA,0,0.102564102564103,0,NA,0.04,0.538461538461538,0.639344262295082,NA,0.6,0.205128205128205,0.573770491803279,NA,0.43,0,0,NA,0
"133","18_OUOU24",231.138039177052,"E04","OUOU",646114.058172457,7907704.0618379,0,0.0163934426229508,NA,0.0114942528735632,0.461538461538462,1.63934426229508,NA,1.28735632183908,0,0,NA,0,0,0,NA,0,0.576923076923077,0.163934426229508,NA,0.28735632183908,0.0384615384615385,0.0163934426229508,NA,0.0229885057471264,0,0.114754098360656,NA,0.0804597701149425,0,0,0,0,0,NA,0,0,0.0163934426229508,NA,0.0114942528735632,1.73076923076923,2.63934426229508,NA,2.36781609195402,0.115384615384615,0.163934426229508,NA,0.149425287356322,0,0,NA,0,0,0,0,0,0,NA,0,0.730769230769231,1.16393442622951,NA,1.03448275862069,0,0.0327868852459016,NA,0.0229885057471264,0,0,0,2.26923076923077,2.85245901639344,NA,2.67816091954023,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.0384615384615385,0,NA,0.0114942528735632,0,0,0,0,0.0327868852459016,NA,0.0229885057471264,0,0.0819672131147541,NA,0.0574712643678161,0.307692307692308,0.262295081967213,NA,0.275862068965517,0,0,0,0.269230769230769,0.0655737704918033,NA,0.126436781609195,0.0384615384615385,0.0327868852459016,NA,0.0344827586206897,0,0,NA,0,0,0,0,0,NA,0,0.192307692307692,0.180327868852459,NA,0.183908045977011,0.384615384615385,0.573770491803279,NA,0.517241379310345,0.269230769230769,0.60655737704918,NA,0.505747126436782,0,0,NA,0
"134","18_KOEL31",137.031723258409,"F03","KOEL",649158.033239339,7907290.31314304,0.0540540540540541,0,0,0.0152671755725191,0.243243243243243,0.46,0.340909090909091,0.358778625954198,0,0,0,0,0,0,0,0,0.432432432432432,0.14,0.295454545454545,0.274809160305344,0,0.02,0,0.00763358778625954,0.027027027027027,0.02,0.318181818181818,0.122137404580153,0,0,0,0,0,0,0,0.0810810810810811,0.02,0.0227272727272727,0.0381679389312977,2.94594594594595,0.98,0.954545454545455,1.52671755725191,0,0.28,0.204545454545455,0.175572519083969,0,0,0,0,0,0,0,0,0,0,0,0.972972972972973,0.64,0.772727272727273,0.778625954198473,0.027027027027027,0.02,0.136363636363636,0.0610687022900763,0,0,0,3.32432432432432,1.16,1.43181818181818,1.86259541984733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027027027,0.04,0.181818181818182,0.083969465648855,0.0540540540540541,0.06,0.0909090909090909,0.0687022900763359,0.027027027027027,0,0.0114942528735632,0,0.08,0,0.0305343511450382,0.0810810810810811,0,0,0.0229007633587786,0,0,0,0,0,0,0,0,0,0,0.027027027027027,0.04,0.0909090909090909,0.0534351145038168,0.810810810810811,0.24,0.0909090909090909,0.351145038167939,1.02702702702703,0.04,0,0.305343511450382,0,0,0,0
"135","18_TRST31",23.3333333333333,"D05","TRST",644152.120449688,7906668.24978419,0,0,NA,0,0.615384615384615,0.18,NA,0.328947368421053,0,0,NA,0,0,0,NA,0,0.5,0.06,NA,0.210526315789474,0,0,NA,0,0.0384615384615385,0,NA,0.0131578947368421,0.0384615384615385,0,0.0131578947368421,0,0,NA,0,0,0.1,NA,0.0657894736842105,1.34615384615385,0.28,NA,0.644736842105263,0,0,NA,0,0,0.02,NA,0.0131578947368421,0,0,0,0,0,NA,0,0.923076923076923,0.12,NA,0.394736842105263,0.153846153846154,0.04,NA,0.0789473684210526,0,0.02,0.0131578947368421,2.92307692307692,0.44,NA,1.28947368421053,0.0384615384615385,0,0.0131578947368421,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1.07692307692308,0.1,NA,0.434210526315789,0.115384615384615,0,NA,0.0394736842105263,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,NA,0,0.0384615384615385,0,NA,0.0131578947368421,0.192307692307692,0.1,NA,0.131578947368421,0.115384615384615,0.06,NA,0.0789473684210526,0,0,NA,0
"136","18_TRST32",0,"E04","TRST",646634.685214369,7906403.9064931,0,0.0163934426229508,NA,0.0114942528735632,0.461538461538462,1.63934426229508,NA,1.28735632183908,0,0,NA,0,0,0,NA,0,0.576923076923077,0.163934426229508,NA,0.28735632183908,0.0384615384615385,0.0163934426229508,NA,0.0229885057471264,0,0.114754098360656,NA,0.0804597701149425,0,0,0,0,0,NA,0,0,0.0163934426229508,NA,0.0114942528735632,1.73076923076923,2.63934426229508,NA,2.36781609195402,0.115384615384615,0.163934426229508,NA,0.149425287356322,0,0,NA,0,0,0,0,0,0,NA,0,0.730769230769231,1.16393442622951,NA,1.03448275862069,0,0.0327868852459016,NA,0.0229885057471264,0,0,0,2.26923076923077,2.85245901639344,NA,2.67816091954023,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.0384615384615385,0,NA,0.0114942528735632,0,0,0,0,0.0327868852459016,NA,0.0229885057471264,0,0.0819672131147541,NA,0.0574712643678161,0.307692307692308,0.262295081967213,NA,0.275862068965517,0,0,0,0.269230769230769,0.0655737704918033,NA,0.126436781609195,0.0384615384615385,0.0327868852459016,NA,0.0344827586206897,0,0,NA,0,0,0,0,0,NA,0,0.192307692307692,0.180327868852459,NA,0.183908045977011,0.384615384615385,0.573770491803279,NA,0.517241379310345,0.269230769230769,0.60655737704918,NA,0.505747126436782,0,0,NA,0
"137","18_TRSC17",0,"F01","TRSC",648791.197013328,7911210.23258391,0,0.0285714285714286,NA,0.0163934426229508,0.730769230769231,0.714285714285714,NA,0.721311475409836,0,0,NA,0,0,0,NA,0,0.153846153846154,0.428571428571429,NA,0.311475409836066,0.0769230769230769,0.114285714285714,NA,0.0983606557377049,0.230769230769231,0.142857142857143,NA,0.180327868852459,0,0,0,0,0,NA,0,0.0384615384615385,0,NA,0.0163934426229508,5.07692307692308,3.62857142857143,NA,4.24590163934426,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0.884615384615385,1.08571428571429,NA,1,0,0,NA,0,0,0.0571428571428571,0.0327868852459016,4.96153846153846,3.91428571428571,NA,4.36065573770492,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0.0285714285714286,NA,0.0163934426229508,0,0,NA,0,0.307692307692308,0,NA,0.131147540983607,0,0,0,0,0,NA,0,0.269230769230769,0.142857142857143,NA,0.19672131147541,0,0,NA,0,0.0285714285714286,0.0285714285714286,0,0,NA,0,0,0,NA,0,0.807692307692308,1.74285714285714,NA,1.34426229508197,2.80769230769231,0.657142857142857,NA,1.57377049180328,0,0,NA,0
"138","18_AEME37",46.2046204620462,"C08","AEME",641341.550646407,7902865.57746412,0,0,NA,0,0.481481481481481,0.327868852459016,NA,0.375,0,0,NA,0,0.037037037037037,0,NA,0.0113636363636364,0.703703703703704,0.0983606557377049,NA,0.284090909090909,0.037037037037037,0.19672131147541,NA,0.147727272727273,0.111111111111111,0,NA,0.0340909090909091,0.222222222222222,0,0.0681818181818182,0,0.0163934426229508,NA,0.0113636363636364,0.0740740740740741,0.0327868852459016,NA,0.0454545454545455,0.481481481481481,0.409836065573771,NA,0.431818181818182,0.259259259259259,0,NA,0.0795454545454545,0.037037037037037,0.0163934426229508,NA,0.0227272727272727,0,0,0,0.037037037037037,0,NA,0.0113636363636364,0.296296296296296,0.0983606557377049,NA,0.159090909090909,0.037037037037037,0.0163934426229508,NA,0.0227272727272727,0,0,0,1.55555555555556,0.655737704918033,NA,0.931818181818182,0,0,0,0,0.0327868852459016,NA,0.0227272727272727,0,0,0,0,0,0,0.0740740740740741,0,NA,0.0227272727272727,0.037037037037037,0,0.0113636363636364,0,0,NA,0,0.37037037037037,0.147540983606557,NA,0.215909090909091,0.111111111111111,0,NA,0.0340909090909091,0,0,0,0.0740740740740741,0,NA,0.0227272727272727,0,0,NA,0,0,0,NA,0,0.0163934426229508,0.0163934426229508,0,0,NA,0,0.111111111111111,0,NA,0.0340909090909091,0.037037037037037,0.213114754098361,NA,0.159090909090909,0.037037037037037,0.0983606557377049,NA,0.0795454545454545,0,0,NA,0
"139","18_REAR27",115.859827188749,"C06","REAR",641901.557767056,7904078.7631341,0,0.0163934426229508,NA,0.0113636363636364,0.222222222222222,0.147540983606557,NA,0.170454545454545,0,0,NA,0,0,0,NA,0,1.88888888888889,0.0819672131147541,NA,0.636363636363636,0.148148148148148,0,NA,0.0454545454545455,0.037037037037037,0,NA,0.0113636363636364,0,0,0,0,0,NA,0,0.111111111111111,0.0819672131147541,NA,0.0909090909090909,0.851851851851852,0.721311475409836,NA,0.761363636363636,0.222222222222222,0.163934426229508,NA,0.181818181818182,0,0,NA,0,0,0,0,0,0,NA,0,0,0.131147540983607,NA,0.0909090909090909,0,0,NA,0,0,0,0,2.74074074074074,0.770491803278688,NA,1.375,0,0,0,0,0,NA,0,0,0,0,0,0.0163934426229508,0.0113636363636364,0.037037037037037,0,NA,0.0113636363636364,0,0.0327868852459016,0.0227272727272727,0,0,NA,0,0.037037037037037,0.0327868852459016,NA,0.0340909090909091,0.296296296296296,0.0327868852459016,NA,0.113636363636364,0,0,0,1.11111111111111,0.278688524590164,NA,0.534090909090909,0.037037037037037,0.0655737704918033,NA,0.0568181818181818,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0.37037037037037,0.39344262295082,NA,0.386363636363636,0.148148148148148,0.0983606557377049,NA,0.113636363636364,0,0,NA,0
"140","18_AEME38",0,"C06","AEME",641877.625305655,7904116.57648651,0,0.0163934426229508,NA,0.0113636363636364,0.222222222222222,0.147540983606557,NA,0.170454545454545,0,0,NA,0,0,0,NA,0,1.88888888888889,0.0819672131147541,NA,0.636363636363636,0.148148148148148,0,NA,0.0454545454545455,0.037037037037037,0,NA,0.0113636363636364,0,0,0,0,0,NA,0,0.111111111111111,0.0819672131147541,NA,0.0909090909090909,0.851851851851852,0.721311475409836,NA,0.761363636363636,0.222222222222222,0.163934426229508,NA,0.181818181818182,0,0,NA,0,0,0,0,0,0,NA,0,0,0.131147540983607,NA,0.0909090909090909,0,0,NA,0,0,0,0,2.74074074074074,0.770491803278688,NA,1.375,0,0,0,0,0,NA,0,0,0,0,0,0.0163934426229508,0.0113636363636364,0.037037037037037,0,NA,0.0113636363636364,0,0.0327868852459016,0.0227272727272727,0,0,NA,0,0.037037037037037,0.0327868852459016,NA,0.0340909090909091,0.296296296296296,0.0327868852459016,NA,0.113636363636364,0,0,0,1.11111111111111,0.278688524590164,NA,0.534090909090909,0.037037037037037,0.0655737704918033,NA,0.0568181818181818,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0.37037037037037,0.39344262295082,NA,0.386363636363636,0.148148148148148,0.0983606557377049,NA,0.113636363636364,0,0,NA,0
"141","18_PHAF30",300.792079207921,"E02","PHAF",646241.377281407,7908223.25510416,0,0,NA,0,0.256410256410256,0.557692307692308,NA,0.428571428571429,0,0,NA,0,0,0,NA,0,0.307692307692308,0.230769230769231,NA,0.263736263736264,0,0.0769230769230769,NA,0.043956043956044,0.102564102564103,0.0384615384615385,NA,0.0659340659340659,0,0,0,0,0,NA,0,0,0.0192307692307692,NA,0.010989010989011,2.53846153846154,3.26923076923077,NA,2.95604395604396,0.0512820512820513,0.0192307692307692,NA,0.032967032967033,0.256410256410256,0.0576923076923077,NA,0.142857142857143,0,0,0,0,0.0384615384615385,NA,0.021978021978022,0.384615384615385,1.46153846153846,NA,1,0,0,NA,0,0,0,0,2.82051282051282,3.46153846153846,NA,3.18681318681319,0,0,0,0,0,NA,0,0,0,0,0.0256410256410256,0,0.010989010989011,0.102564102564103,0,NA,0.043956043956044,0,0,0,0,0.0192307692307692,NA,0.010989010989011,0,0,NA,0,0.384615384615385,0.961538461538462,NA,0.714285714285714,0,0,0,0,0,NA,0,0.0256410256410256,0.0384615384615385,NA,0.032967032967033,0,0,NA,0,0,0,0.0256410256410256,0.0192307692307692,NA,0.021978021978022,0,0.0769230769230769,NA,0.043956043956044,0.692307692307692,0.288461538461538,NA,0.461538461538462,1.05128205128205,0.519230769230769,NA,0.747252747252747,0,0.0192307692307692,NA,0.010989010989011
"142","18_AEME39",328.308207705193,"E02","AEME",646255.627625721,7908160.05584436,0,0,NA,0,0.256410256410256,0.557692307692308,NA,0.428571428571429,0,0,NA,0,0,0,NA,0,0.307692307692308,0.230769230769231,NA,0.263736263736264,0,0.0769230769230769,NA,0.043956043956044,0.102564102564103,0.0384615384615385,NA,0.0659340659340659,0,0,0,0,0,NA,0,0,0.0192307692307692,NA,0.010989010989011,2.53846153846154,3.26923076923077,NA,2.95604395604396,0.0512820512820513,0.0192307692307692,NA,0.032967032967033,0.256410256410256,0.0576923076923077,NA,0.142857142857143,0,0,0,0,0.0384615384615385,NA,0.021978021978022,0.384615384615385,1.46153846153846,NA,1,0,0,NA,0,0,0,0,2.82051282051282,3.46153846153846,NA,3.18681318681319,0,0,0,0,0,NA,0,0,0,0,0.0256410256410256,0,0.010989010989011,0.102564102564103,0,NA,0.043956043956044,0,0,0,0,0.0192307692307692,NA,0.010989010989011,0,0,NA,0,0.384615384615385,0.961538461538462,NA,0.714285714285714,0,0,0,0,0,NA,0,0.0256410256410256,0.0384615384615385,NA,0.032967032967033,0,0,NA,0,0,0,0.0256410256410256,0.0192307692307692,NA,0.021978021978022,0,0.0769230769230769,NA,0.043956043956044,0.692307692307692,0.288461538461538,NA,0.461538461538462,1.05128205128205,0.519230769230769,NA,0.747252747252747,0,0.0192307692307692,NA,0.010989010989011
"143","18_KOEL32",23.1023102310231,"F01","KOEL",647672.382050103,7910949.07078863,0,0.0285714285714286,NA,0.0163934426229508,0.730769230769231,0.714285714285714,NA,0.721311475409836,0,0,NA,0,0,0,NA,0,0.153846153846154,0.428571428571429,NA,0.311475409836066,0.0769230769230769,0.114285714285714,NA,0.0983606557377049,0.230769230769231,0.142857142857143,NA,0.180327868852459,0,0,0,0,0,NA,0,0.0384615384615385,0,NA,0.0163934426229508,5.07692307692308,3.62857142857143,NA,4.24590163934426,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0.884615384615385,1.08571428571429,NA,1,0,0,NA,0,0,0.0571428571428571,0.0327868852459016,4.96153846153846,3.91428571428571,NA,4.36065573770492,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0.0285714285714286,NA,0.0163934426229508,0,0,NA,0,0.307692307692308,0,NA,0.131147540983607,0,0,0,0,0,NA,0,0.269230769230769,0.142857142857143,NA,0.19672131147541,0,0,NA,0,0.0285714285714286,0.0285714285714286,0,0,NA,0,0,0,NA,0,0.807692307692308,1.74285714285714,NA,1.34426229508197,2.80769230769231,0.657142857142857,NA,1.57377049180328,0,0,NA,0
"144","18_PHAF31",231.757877280265,"G02","PHAF",651135.123930789,7910015.93952995,0,0,NA,0,0.192307692307692,0.84,NA,0.618421052631579,0,0.02,NA,0.0131578947368421,0,0.02,NA,0.0131578947368421,0.461538461538462,0.6,NA,0.552631578947368,0,0,NA,0,0.153846153846154,0.46,NA,0.355263157894737,0,0,0,0,0,NA,0,0,0,NA,0,1.96153846153846,2.68,NA,2.43421052631579,0.153846153846154,0.24,NA,0.210526315789474,0,0,NA,0,0,0,0,0,0.02,NA,0.0131578947368421,0.884615384615385,0.98,NA,0.947368421052632,0,0,NA,0,0,0,0,2.42307692307692,3.28,NA,2.98684210526316,0,0,0,0,0,NA,0,0,0,0,0,0.02,0.0131578947368421,0.230769230769231,0.16,NA,0.184210526315789,0,0.02,0.0131578947368421,0,0.06,NA,0.0394736842105263,0,0,NA,0,0.115384615384615,0.18,NA,0.157894736842105,0,0,0,0.0384615384615385,0,NA,0.0131578947368421,0,0,NA,0,0,0,NA,0,0,0,0,0,NA,0,0.653846153846154,0.2,NA,0.355263157894737,0.269230769230769,1.04,NA,0.776315789473684,0.692307692307692,0.48,NA,0.552631578947368,0,0,NA,0
"145","18_PHAF32",390.128465179175,"G04","PHAF",650798.249559005,7907054.61977592,0,0.0327868852459016,NA,0.0204081632653061,0.486486486486487,0.60655737704918,NA,0.561224489795918,0,0,NA,0,0,0,NA,0,0.108108108108108,0.0983606557377049,NA,0.102040816326531,0.027027027027027,0.0327868852459016,NA,0.0306122448979592,0.027027027027027,0,NA,0.0102040816326531,0,0,0,0,0,NA,0,0,0.0163934426229508,NA,0.0102040816326531,0.72972972972973,1.0327868852459,NA,0.918367346938776,0.027027027027027,0.0819672131147541,NA,0.0612244897959184,0,0,NA,0,0,0,0,0,0,NA,0,0.324324324324324,0.295081967213115,NA,0.306122448979592,0,0,NA,0,0,0,0,0.837837837837838,1.11475409836066,NA,1.01020408163265,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.0655737704918033,NA,0.0408163265306122,0,0,0,0.027027027027027,0,NA,0.0102040816326531,0,0.0163934426229508,NA,0.0102040816326531,0.216216216216216,0.19672131147541,NA,0.204081632653061,0,0,0,0,0,NA,0,0,0.0327868852459016,NA,0.0204081632653061,0,0,NA,0,0.0163934426229508,0.0163934426229508,0,0,NA,0,0.297297297297297,0.229508196721311,NA,0.255102040816327,0.162162162162162,0.409836065573771,NA,0.316326530612245,0.027027027027027,0.0983606557377049,NA,0.0714285714285714,0,0.0163934426229508,NA,0.0102040816326531
"146","18_OUOU25",1499.22558922559,"F05","OUOU",647444.562322761,7905995.73316576,0,0.02,NA,0.0131578947368421,0.653846153846154,0.3,NA,0.421052631578947,0,0,NA,0,0,0,NA,0,0.115384615384615,0.16,NA,0.144736842105263,0.0384615384615385,0.04,NA,0.0394736842105263,0,0.02,NA,0.0131578947368421,0,0,0,0,0,NA,0,0,0.06,NA,0.0394736842105263,1.30769230769231,1.24,NA,1.26315789473684,0,0.16,NA,0.105263157894737,0,0,NA,0,0,0,0,0,0.02,NA,0.0131578947368421,0.307692307692308,0.42,NA,0.381578947368421,0.0769230769230769,0,NA,0.0263157894736842,0,0,0,1.73076923076923,1.52,NA,1.59210526315789,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.02,NA,0.0131578947368421,0,0,0,0.0384615384615385,0,NA,0.0131578947368421,0.307692307692308,0.12,NA,0.184210526315789,0.0769230769230769,0.08,NA,0.0789473684210526,0,0,0,0.346153846153846,0.02,NA,0.131578947368421,0,0,NA,0,0,0,NA,0,0,0,0,0,NA,0,0.153846153846154,0.08,NA,0.105263157894737,0.653846153846154,0.62,NA,0.631578947368421,0.269230769230769,0.12,NA,0.171052631578947,0,0,NA,0
"147","18_OUOU26",232.764482478399,"F05","OUOU",647435.224232034,7906013.51605902,0,0.02,NA,0.0131578947368421,0.653846153846154,0.3,NA,0.421052631578947,0,0,NA,0,0,0,NA,0,0.115384615384615,0.16,NA,0.144736842105263,0.0384615384615385,0.04,NA,0.0394736842105263,0,0.02,NA,0.0131578947368421,0,0,0,0,0,NA,0,0,0.06,NA,0.0394736842105263,1.30769230769231,1.24,NA,1.26315789473684,0,0.16,NA,0.105263157894737,0,0,NA,0,0,0,0,0,0.02,NA,0.0131578947368421,0.307692307692308,0.42,NA,0.381578947368421,0.0769230769230769,0,NA,0.0263157894736842,0,0,0,1.73076923076923,1.52,NA,1.59210526315789,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.02,NA,0.0131578947368421,0,0,0,0.0384615384615385,0,NA,0.0131578947368421,0.307692307692308,0.12,NA,0.184210526315789,0.0769230769230769,0.08,NA,0.0789473684210526,0,0,0,0.346153846153846,0.02,NA,0.131578947368421,0,0,NA,0,0,0,NA,0,0,0,0,0,NA,0,0.153846153846154,0.08,NA,0.105263157894737,0.653846153846154,0.62,NA,0.631578947368421,0.269230769230769,0.12,NA,0.171052631578947,0,0,NA,0
